Plot Title:  20341218,,,,
#,Date Time,T (¼C),RH (%),RH (ice) (%)
11549,12/19/18 0:00,-20.167,53.306,64.41
11550,12/19/18 0:15,-20.073,53.239,64.29
11551,12/19/18 0:30,-19.839,53.167,64.06
11552,12/19/18 0:45,-19.7,53.189,63.99
11553,12/19/18 1:00,-19.469,53.389,64.04
11554,12/19/18 1:15,-19.103,53.556,63.97
11555,12/19/18 1:30,-18.787,53.797,64.01
11556,12/19/18 1:45,-18.607,53.989,64.08
11557,12/19/18 2:00,-18.385,54.242,64.19
11558,12/19/18 2:15,-18.296,54.583,64.48
11559,12/19/18 2:30,-18.12,55.02,64.80
11560,12/19/18 2:45,-18.032,55.496,65.22
11561,12/19/18 3:00,-17.988,56.153,65.85
11562,12/19/18 3:15,-18.032,56.929,66.65
11563,12/19/18 3:30,-18.076,57.702,67.45
11564,12/19/18 3:45,-18.076,58.56,68.31
11565,12/19/18 4:00,-18.032,59.423,69.14
11566,12/19/18 4:15,-18.076,60.213,69.96
11567,12/19/18 4:30,-17.944,60.953,70.62
11568,12/19/18 4:45,-17.988,61.686,71.38
11569,12/19/18 5:00,-17.944,62.247,71.91
11570,12/19/18 5:15,-17.901,62.808,72.44
11571,12/19/18 5:30,-17.988,63.264,72.96
11572,12/19/18 5:45,-18.164,63.571,73.38
11573,12/19/18 6:00,-18.252,63.764,73.63
11574,12/19/18 6:15,-18.252,63.894,73.76
11575,12/19/18 6:30,-18.385,64.13,74.08
11576,12/19/18 6:45,-18.474,64.321,74.33
11577,12/19/18 7:00,-18.697,64.487,74.64
11578,12/19/18 7:15,-18.967,64.617,74.95
11579,12/19/18 7:30,-19.103,64.565,74.98
11580,12/19/18 7:45,-19.377,64.486,75.08
11581,12/19/18 8:00,-19.654,64.407,75.18
11582,12/19/18 8:15,-19.933,64.354,75.31
11583,12/19/18 8:30,-20.12,64.318,75.40
11584,12/19/18 8:45,-20.356,64.273,75.50
11585,12/19/18 9:00,-20.547,64.314,75.67
11586,12/19/18 9:15,-20.738,64.226,75.71
11587,12/19/18 9:30,-21.028,64.015,75.68
11588,12/19/18 9:45,-21.223,63.901,75.70
11589,12/19/18 10:00,-21.469,63.828,75.78
11590,12/19/18 10:15,-21.716,63.807,75.92
11591,12/19/18 10:30,-22.016,63.75,76.06
11592,12/19/18 10:45,-22.371,63.836,76.38
11593,12/19/18 11:00,-22.833,63.825,76.67
11594,12/19/18 11:15,-23.409,63.817,77.03
11595,12/19/18 11:30,-23.781,63.873,77.33
11596,12/19/18 11:45,-24.105,63.989,77.66
11597,12/19/18 12:00,-24.433,64.13,78.01
11598,12/19/18 12:15,-24.709,64.305,78.37
11599,12/19/18 12:30,-24.932,64.439,78.64
11600,12/19/18 12:45,-25.214,64.587,78.98
11601,12/19/18 13:00,-25.441,64.744,79.28
11602,12/19/18 13:15,-25.728,64.839,79.56
11603,12/19/18 13:30,-26.019,64.908,79.82
11604,12/19/18 13:45,-26.253,64.963,80.03
11605,12/19/18 14:00,-26.49,65.067,80.29
11606,12/19/18 14:15,-26.609,65.143,80.44
11607,12/19/18 14:30,-26.669,65.307,80.64
11608,12/19/18 14:45,-26.789,65.408,80.82
11609,12/19/18 15:00,-26.91,65.459,80.95
11610,12/19/18 15:15,-27.031,65.46,81.03
11611,12/19/18 15:30,-27.214,65.424,81.11
11612,12/19/18 15:45,-27.398,65.337,81.15
11613,12/19/18 16:00,-27.646,65.213,81.18
11614,12/19/18 16:15,-27.833,65.176,81.27
11615,12/19/18 16:30,-27.959,65.126,81.30
11616,12/19/18 16:45,-28.213,64.976,81.31
11617,12/19/18 17:00,-28.469,64.8,81.30
11618,12/19/18 17:15,-28.727,64.674,81.35
11619,12/19/18 17:30,-28.858,64.624,81.38
11620,12/19/18 17:45,-28.923,64.586,81.39
11621,12/19/18 18:00,-28.989,64.523,81.37
11622,12/19/18 18:15,-28.989,64.498,81.34
11623,12/19/18 18:30,-28.923,64.486,81.29
11624,12/19/18 18:45,-28.858,64.524,81.28
11625,12/19/18 19:00,-28.727,64.55,81.22
11626,12/19/18 19:15,-28.598,64.6,81.19
11627,12/19/18 19:30,-28.404,64.638,81.10
11628,12/19/18 19:45,-28.213,64.626,80.96
11629,12/19/18 20:00,-27.959,64.626,80.80
11630,12/19/18 20:15,-27.833,64.626,80.72
11631,12/19/18 20:30,-27.708,64.626,80.64
11632,12/19/18 20:45,-27.584,64.6,80.53
11633,12/19/18 21:00,-27.398,64.612,80.42
11634,12/19/18 21:15,-27.214,64.623,80.31
11635,12/19/18 21:30,-27.031,64.659,80.23
11636,12/19/18 21:45,-26.789,64.706,80.12
11637,12/19/18 22:00,-26.609,64.742,80.04
11638,12/19/18 22:15,-26.253,64.787,79.85
11639,12/19/18 22:30,-26.019,64.833,79.75
11640,12/19/18 22:45,-25.728,64.865,79.59
11641,12/19/18 23:00,-25.498,64.91,79.48
11642,12/19/18 23:15,-25.27,64.955,79.38
11643,12/19/18 23:30,-24.988,65.01,79.25
11644,12/19/18 23:45,-24.654,65.101,79.13
11645,12/20/18 0:00,-24.488,65.209,79.13
11646,12/20/18 0:15,-24.269,65.278,79.05
11647,12/20/18 0:30,-24.051,65.397,79.03
11648,12/20/18 0:45,-24.051,65.473,79.11
11649,12/20/18 1:00,-23.781,65.475,78.93
11650,12/20/18 1:15,-23.462,65.614,78.86
11651,12/20/18 1:30,-23.25,65.757,78.87
11652,12/20/18 1:45,-22.989,65.936,78.88
11653,12/20/18 2:00,-22.729,65.937,78.71
11654,12/20/18 2:15,-22.32,66.043,78.55
11655,12/20/18 2:30,-22.016,66.103,78.41
11656,12/20/18 2:45,-21.766,66.076,78.22
11657,12/20/18 3:00,-21.321,66.164,78.02
11658,12/20/18 3:15,-20.98,66.309,77.95
11659,12/20/18 3:30,-20.738,66.407,77.89
11660,12/20/18 3:45,-20.499,66.429,77.75
11661,12/20/18 4:00,-20.12,66.325,77.40
11662,12/20/18 4:15,-19.979,66.251,77.24
11663,12/20/18 4:30,-19.607,66.067,76.81
11664,12/20/18 4:45,-19.24,65.934,76.44
11665,12/20/18 5:00,-19.149,65.9,76.35
11666,12/20/18 5:15,-19.103,65.78,76.20
11667,12/20/18 5:30,-18.877,65.721,75.99
11668,12/20/18 5:45,-18.607,65.851,75.95
11669,12/20/18 6:00,-18.385,66.024,75.97
11670,12/20/18 6:15,-18.164,66.196,76.00
11671,12/20/18 6:30,-18.34,66.471,76.39
11672,12/20/18 6:45,-18.429,66.582,76.56
11673,12/20/18 7:00,-18.252,66.411,76.27
11674,12/20/18 7:15,-18.208,66.394,76.23
11675,12/20/18 7:30,-18.563,66.453,76.52
11676,12/20/18 7:45,-18.787,66.203,76.41
11677,12/20/18 8:00,-18.922,65.996,76.30
11678,12/20/18 8:15,-18.967,66.038,76.37
11679,12/20/18 8:30,-19.149,65.874,76.32
11680,12/20/18 8:45,-19.285,65.822,76.36
11681,12/20/18 9:00,-19.24,65.805,76.31
11682,12/20/18 9:15,-19.24,65.676,76.18
11683,12/20/18 9:30,-19.194,65.556,76.03
11684,12/20/18 9:45,-19.746,65.68,76.51
11685,12/20/18 10:00,-19.979,65.634,76.62
11686,12/20/18 10:15,-19.7,65.432,76.24
11687,12/20/18 10:30,-18.967,65.755,76.08
11688,12/20/18 10:45,-18.922,66.022,76.32
11689,12/20/18 11:00,-19.058,65.969,76.36
11690,12/20/18 11:15,-19.24,65.908,76.41
11691,12/20/18 11:30,-19.561,65.819,76.53
11692,12/20/18 11:45,-19.331,66.019,76.58
11693,12/20/18 12:00,-19.058,66.432,76.82
11694,12/20/18 12:15,-18.967,67.066,77.39
11695,12/20/18 12:30,-19.058,67.611,78.00
11696,12/20/18 12:45,-19.377,67.93,78.53
11697,12/20/18 13:00,-19.979,68.164,79.15
11698,12/20/18 13:15,-20.738,68.035,79.51
11699,12/20/18 13:30,-21.617,67.679,79.73
11700,12/20/18 13:45,-22.833,67.307,80.15
11701,12/20/18 14:00,-23.997,66.87,80.47
11702,12/20/18 14:15,-25.101,66.372,80.69
11703,12/20/18 14:30,-26.371,65.441,80.58
11704,12/20/18 14:45,-27.584,64.6,80.53
11705,12/20/18 15:00,-28.792,63.888,80.60
11706,12/20/18 15:15,-29.722,63.307,80.63
11707,12/20/18 15:30,-30.34,62.713,80.43
11708,12/20/18 15:45,-30.619,62.409,80.31
11709,12/20/18 16:00,-30.973,62.141,80.27
11710,12/20/18 16:15,-31.333,61.973,80.34
11711,12/20/18 16:30,-31.772,61.689,80.34
11712,12/20/18 16:45,-32.369,61.376,80.42
11713,12/20/18 17:00,-32.983,60.986,80.42
11714,12/20/18 17:15,-33.534,60.683,80.48
11715,12/20/18 17:30,-33.936,60.433,80.49
11716,12/20/18 17:45,-34.262,60.247,80.52
11717,12/20/18 18:00,-34.427,60.092,80.47
11718,12/20/18 18:15,-34.677,59.996,80.54
11719,12/20/18 18:30,-34.761,59.831,80.43
11720,12/20/18 18:45,-34.761,59.756,80.35
11721,12/20/18 19:00,-34.593,59.637,80.12
11722,12/20/18 19:15,-34.262,59.524,79.79
11723,12/20/18 19:30,-33.936,59.559,79.62
11724,12/20/18 19:45,-33.296,59.552,79.19
11725,12/20/18 20:00,-32.828,59.663,79.00
11726,12/20/18 20:15,-32.521,59.845,78.98
11727,12/20/18 20:30,-31.92,60.082,78.83
11728,12/20/18 20:45,-31.045,60.37,78.55
11729,12/20/18 21:00,-30.34,60.577,78.30
11730,12/20/18 21:15,-29.386,60.703,77.80
11731,12/20/18 21:30,-28.469,60.797,77.30
11732,12/20/18 21:45,-27.398,60.919,76.73
11733,12/20/18 22:00,-26.849,61.123,76.57
11734,12/20/18 22:15,-26.253,60.951,76.02
11735,12/20/18 22:30,-25.441,60.818,75.35
11736,12/20/18 22:45,-25.157,60.999,75.35
11737,12/20/18 23:00,-24.323,60.843,74.65
11738,12/20/18 23:15,-24.214,60.992,74.73
11739,12/20/18 23:30,-24.654,61.169,75.19
11740,12/20/18 23:45,-24.105,61.193,74.86
11741,12/21/18 0:00,-23.781,61.588,75.05
11742,12/21/18 0:15,-22.524,61.587,74.23
11743,12/21/18 0:30,-21.223,61.462,73.26
11744,12/21/18 0:45,-20.262,61.272,72.44
11745,12/21/18 1:00,-19.285,60.923,71.46
11746,12/21/18 1:15,-18.518,60.691,70.73
11747,12/21/18 1:30,-18.12,60.524,70.30
11748,12/21/18 1:45,-18.787,60.775,70.99
11749,12/21/18 2:00,-18.518,60.797,70.83
11750,12/21/18 2:15,-18.164,60.755,70.56
11751,12/21/18 2:30,-17.553,60.572,69.98
11752,12/21/18 2:45,-16.997,60.085,69.13
11753,12/21/18 3:00,-16.87,59.787,68.75
11754,12/21/18 3:15,-17.338,59.598,68.87
11755,12/21/18 3:30,-17.467,59.415,68.77
11756,12/21/18 3:45,-17.64,59.331,68.80
11757,12/21/18 4:00,-17.683,59.27,68.76
11758,12/21/18 4:15,-17.683,59.324,68.82
11759,12/21/18 4:30,-17.64,59.385,68.85
11760,12/21/18 4:45,-17.597,59.365,68.80
11761,12/21/18 5:00,-17.683,59.617,69.11
11762,12/21/18 5:15,-17.77,59.815,69.37
11763,12/21/18 5:30,-17.77,60.081,69.63
11764,12/21/18 5:45,-17.683,60.283,69.78
11765,12/21/18 6:00,-17.683,60.416,69.91
11766,12/21/18 6:15,-17.64,60.503,69.97
11767,12/21/18 6:30,-17.77,60.507,70.06
11768,12/21/18 6:45,-17.813,60.526,70.10
11769,12/21/18 7:00,-17.944,60.502,70.17
11770,12/21/18 7:15,-18.076,60.479,70.23
11771,12/21/18 7:30,-18.252,60.527,70.39
11772,12/21/18 7:45,-18.474,60.62,70.63
11773,12/21/18 8:00,-18.787,60.802,71.01
11774,12/21/18 8:15,-18.877,60.917,71.19
11775,12/21/18 8:30,-19.103,60.903,71.32
11776,12/21/18 8:45,-19.377,60.775,71.37
11777,12/21/18 9:00,-19.654,60.777,71.55
11778,12/21/18 9:15,-19.793,60.805,71.67
11779,12/21/18 9:30,-20.12,60.825,71.90
11780,12/21/18 9:45,-20.12,60.798,71.88
11781,12/21/18 10:00,-20.69,60.774,72.22
11782,12/21/18 10:15,-20.883,60.739,72.31
11783,12/21/18 10:30,-21.272,60.512,72.34
11784,12/21/18 10:45,-21.223,60.075,71.87
11785,12/21/18 11:00,-21.321,60.162,72.02
11786,12/21/18 11:15,-22.016,60.273,72.58
11787,12/21/18 11:30,-22.524,60.547,73.19
11788,12/21/18 11:45,-22.524,61.12,73.76
11789,12/21/18 12:00,-22.117,61.766,74.14
11790,12/21/18 12:15,-22.218,62.24,74.68
11791,12/21/18 12:30,-22.524,62.494,75.13
11792,12/21/18 12:45,-22.678,62.62,75.36
11793,12/21/18 13:00,-23.041,62.577,75.55
11794,12/21/18 13:15,-23.621,62.494,75.85
11795,12/21/18 13:30,-24.105,62.403,76.07
11796,12/21/18 13:45,-24.543,62.295,76.25
11797,12/21/18 14:00,-24.876,62.258,76.43
11798,12/21/18 14:15,-25.157,62.334,76.69
11799,12/21/18 14:30,-25.384,62.368,76.87
11800,12/21/18 14:45,-25.556,62.361,76.97
11801,12/21/18 15:00,-25.671,62.39,77.08
11802,12/21/18 15:15,-25.902,62.346,77.18
11803,12/21/18 15:30,-26.136,62.353,77.34
11804,12/21/18 15:45,-26.431,62.323,77.50
11805,12/21/18 16:00,-26.669,62.278,77.61
11806,12/21/18 16:15,-26.91,62.182,77.67
11807,12/21/18 16:30,-27.214,62.099,77.79
11808,12/21/18 16:45,-27.46,62.002,77.85
11809,12/21/18 17:00,-27.646,61.941,77.91
11810,12/21/18 17:15,-27.833,61.881,77.97
11811,12/21/18 17:30,-27.959,61.857,78.03
11812,12/21/18 17:45,-28.213,61.911,78.25
11813,12/21/18 18:00,-28.598,61.914,78.50
11814,12/21/18 18:15,-29.055,61.954,78.84
11815,12/21/18 18:30,-29.386,61.815,78.92
11816,12/21/18 18:45,-29.587,61.55,78.78
11817,12/21/18 19:00,-30.063,61.335,78.88
11818,12/21/18 19:15,-30.549,61.042,78.90
11819,12/21/18 19:30,-30.973,60.61,78.74
11820,12/21/18 19:45,-31.405,60.127,78.54
11821,12/21/18 20:00,-31.624,59.784,78.34
11822,12/21/18 20:15,-31.772,59.504,78.16
11823,12/21/18 20:30,-32.069,59.324,78.17
11824,12/21/18 20:45,-31.772,59.176,77.83
11825,12/21/18 21:00,-31.551,59.241,77.75
11826,12/21/18 21:15,-30.69,59.322,77.27
11827,12/21/18 21:30,-29.32,59.597,76.66
11828,12/21/18 21:45,-28.598,60.188,76.78
11829,12/21/18 22:00,-28.022,60.65,76.86
11830,12/21/18 22:15,-27.584,61.114,77.04
11831,12/21/18 22:30,-26.849,61.557,77.01
11832,12/21/18 22:45,-26.077,61.854,76.80
11833,12/21/18 23:00,-25.613,62.12,76.77
11834,12/21/18 23:15,-25.214,62.221,76.61
11835,12/21/18 23:30,-24.988,62.314,76.56
11836,12/21/18 23:45,-24.598,62.311,76.30
11837,12/22/18 0:00,-24.214,62.28,76.02
11838,12/22/18 0:15,-23.835,62.274,75.77
11839,12/22/18 0:30,-23.409,62.276,75.49
11840,12/22/18 0:45,-22.885,62.271,75.15
11841,12/22/18 1:00,-22.473,62.322,74.93
11842,12/22/18 1:15,-22.016,62.33,74.64
11843,12/22/18 1:30,-21.716,62.308,74.42
11844,12/22/18 1:45,-21.223,62.348,74.14
11845,12/22/18 2:00,-20.883,62.281,73.85
11846,12/22/18 2:15,-20.451,62.126,73.42
11847,12/22/18 2:30,-20.073,62.013,73.06
11848,12/22/18 2:45,-19.793,61.934,72.80
11849,12/22/18 3:00,-19.607,61.889,72.63
11850,12/22/18 3:15,-19.149,61.606,72.05
11851,12/22/18 3:30,-18.967,61.376,71.70
11852,12/22/18 3:45,-18.787,61.171,71.38
11853,12/22/18 4:00,-18.697,61.082,71.24
11854,12/22/18 4:15,-18.563,60.921,70.99
11855,12/22/18 4:30,-18.34,60.776,70.70
11856,12/22/18 4:45,-18.34,60.749,70.67
11857,12/22/18 5:00,-18.076,60.77,70.52
11858,12/22/18 5:15,-17.857,60.704,70.31
11859,12/22/18 5:30,-17.901,60.616,70.25
11860,12/22/18 5:45,-17.813,60.526,70.10
11861,12/22/18 6:00,-17.727,60.541,70.06
11862,12/22/18 6:15,-17.553,60.625,70.03
11863,12/22/18 6:30,-17.64,60.636,70.10
11864,12/22/18 6:45,-17.901,60.484,70.12
11865,12/22/18 7:00,-17.857,60.889,70.50
11866,12/22/18 7:15,-17.683,61.159,70.65
11867,12/22/18 7:30,-17.813,61.241,70.82
11868,12/22/18 7:45,-17.901,61.305,70.94
11869,12/22/18 8:00,-17.901,61.437,71.07
11870,12/22/18 8:15,-18.164,61.495,71.30
11871,12/22/18 8:30,-18.12,61.477,71.26
11872,12/22/18 8:45,-17.988,61.606,71.30
11873,12/22/18 9:00,-18.429,61.605,71.58
11874,12/22/18 9:15,-19.012,61.473,71.83
11875,12/22/18 9:30,-19.515,61.25,71.93
11876,12/22/18 9:45,-19.607,61.312,72.06
11877,12/22/18 10:00,-19.746,61.497,72.33
11878,12/22/18 10:15,-19.839,61.663,72.56
11879,12/22/18 10:30,-19.886,61.917,72.84
11880,12/22/18 10:45,-20.167,62.074,73.18
11881,12/22/18 11:00,-20.595,61.969,73.36
11882,12/22/18 11:15,-20.786,61.96,73.47
11883,12/22/18 11:30,-21.125,62.027,73.76
11884,12/22/18 11:45,-21.37,62.086,73.98
11885,12/22/18 12:00,-21.617,62.119,74.17
11886,12/22/18 12:15,-21.816,62.185,74.37
11887,12/22/18 12:30,-22.016,62.252,74.56
11888,12/22/18 12:45,-22.218,62.318,74.76
11889,12/22/18 13:00,-22.371,62.393,74.93
11890,12/22/18 13:15,-22.626,62.5,75.21
11891,12/22/18 13:30,-22.833,62.616,75.46
11892,12/22/18 13:45,-22.781,62.678,75.49
11893,12/22/18 14:00,-22.729,62.816,75.59
11894,12/22/18 14:15,-22.678,63.032,75.77
11895,12/22/18 14:30,-22.729,63.151,75.92
11896,12/22/18 14:45,-22.833,63.209,76.05
11897,12/22/18 15:00,-22.937,63.163,76.07
11898,12/22/18 15:15,-23.145,63.149,76.19
11899,12/22/18 15:30,-23.568,63.095,76.41
11900,12/22/18 15:45,-23.889,62.931,76.46
11901,12/22/18 16:00,-24.323,62.798,76.61
11902,12/22/18 16:15,-24.543,62.654,76.61
11903,12/22/18 16:30,-24.765,62.612,76.71
11904,12/22/18 16:45,-25.101,62.677,76.99
11905,12/22/18 17:00,-25.214,62.706,77.10
11906,12/22/18 17:15,-25.671,62.798,77.48
11907,12/22/18 17:30,-26.019,62.859,77.77
11908,12/22/18 17:45,-26.609,62.721,78.02
11909,12/22/18 18:00,-27.214,62.454,78.14
11910,12/22/18 18:15,-27.708,62.259,78.27
11911,12/22/18 18:30,-28.213,62.113,78.45
11912,12/22/18 18:45,-28.727,61.915,78.59
11913,12/22/18 19:00,-29.187,61.727,78.70
11914,12/22/18 19:15,-29.587,61.525,78.76
11915,12/22/18 19:30,-29.927,61.285,78.74
11916,12/22/18 19:45,-29.927,61.134,78.59
11917,12/22/18 20:00,-29.858,61.02,78.43
11918,12/22/18 20:15,-29.927,61.033,78.49
11919,12/22/18 20:30,-29.79,61.008,78.37
11920,12/22/18 20:45,-30.063,61.032,78.57
11921,12/22/18 21:00,-30.063,60.931,78.47
11922,12/22/18 21:15,-29.79,60.932,78.30
11923,12/22/18 21:30,-29.386,61.108,78.21
11924,12/22/18 21:45,-28.792,61.169,77.88
11925,12/22/18 22:00,-27.584,61.47,77.40
11926,12/22/18 22:15,-26.729,62.114,77.49
11927,12/22/18 22:30,-25.96,62.769,77.64
11928,12/22/18 22:45,-24.654,63.349,77.37
11929,12/22/18 23:00,-22.885,63.866,76.74
11930,12/22/18 23:15,-21.174,64.451,76.21
11931,12/22/18 23:30,-20.786,64.629,76.14
11932,12/22/18 23:45,-20.499,64.039,75.36
11933,12/23/18 0:00,-20.404,63.617,74.88
11934,12/23/18 0:15,-19.793,63.239,74.10
11935,12/23/18 0:30,-19.331,62.96,73.53
11936,12/23/18 0:45,-18.697,62.608,72.76
11937,12/23/18 1:00,-18.34,61.911,71.83
11938,12/23/18 1:15,-17.988,61.263,70.96
11939,12/23/18 1:30,-18.164,60.702,70.51
11940,12/23/18 1:45,-17.944,59.864,69.53
11941,12/23/18 2:00,-17.727,59.209,68.73
11942,12/23/18 2:15,-17.553,58.65,68.06
11943,12/23/18 2:30,-17.597,58.187,67.63
11944,12/23/18 2:45,-17.082,57.898,67.00
11945,12/23/18 3:00,-16.534,57.451,66.20
11946,12/23/18 3:15,-15.791,57.278,65.54
11947,12/23/18 3:30,-15.587,57.013,65.14
11948,12/23/18 3:45,-14.984,56.677,64.42
11949,12/23/18 4:00,-14.667,56.21,63.74
11950,12/23/18 4:15,-14.826,55.856,63.49
11951,12/23/18 4:30,-14.628,55.614,63.12
11952,12/23/18 4:45,-15.064,55.735,63.53
11953,12/23/18 5:00,-15.224,55.927,63.82
11954,12/23/18 5:15,-15.224,55.982,63.88
11955,12/23/18 5:30,-14.589,56.004,63.49
11956,12/23/18 5:45,-13.657,55.744,62.62
11957,12/23/18 6:00,-13.126,55.499,62.03
11958,12/23/18 6:15,-12.938,54.948,61.36
11959,12/23/18 6:30,-12.454,54.526,60.62
11960,12/23/18 6:45,-12.306,54.41,60.41
11961,12/23/18 7:00,-12.714,54.095,60.36
11962,12/23/18 7:15,-12.454,53.997,60.09
11963,12/23/18 7:30,-12.454,54.108,60.20
11964,12/23/18 7:45,-12.454,53.885,59.98
11965,12/23/18 8:00,-13.05,53.764,60.25
11966,12/23/18 8:15,-14.353,54.418,61.75
11967,12/23/18 8:30,-14.826,54.922,62.56
11968,12/23/18 8:45,-15.425,55.484,63.51
11969,12/23/18 9:00,-15.547,55.929,64.03
11970,12/23/18 9:15,-16.037,56.231,64.66
11971,12/23/18 9:30,-15.954,56.734,65.10
11972,12/23/18 9:45,-16.078,57.311,65.76
11973,12/23/18 10:00,-15.954,57.711,66.08
11974,12/23/18 10:15,-16.119,58.089,66.57
11975,12/23/18 10:30,-16.119,58.467,66.94
11976,12/23/18 10:45,-12.938,58.685,65.09
11977,12/23/18 11:00,-10.511,59.73,64.56
11978,12/23/18 11:15,-9.816,60.069,64.45
11979,12/23/18 11:30,-10.266,59.882,64.55
11980,12/23/18 11:45,-10.336,60.662,65.38
11981,12/23/18 12:00,-10.162,61.347,65.95
11982,12/23/18 12:15,-10.336,61.942,66.66
11983,12/23/18 12:30,-11.361,62.757,68.14
11984,12/23/18 12:45,-12.123,62.861,68.74
11985,12/23/18 13:00,-13.428,63.264,69.99
11986,12/23/18 13:15,-14.945,62.931,70.65
11987,12/23/18 13:30,-16.492,62.488,71.21
11988,12/23/18 13:45,-17.21,62.461,71.65
11989,12/23/18 14:00,-18.164,63.074,72.88
11990,12/23/18 14:15,-19.194,63.012,73.49
11991,12/23/18 14:30,-20.073,63.004,74.05
11992,12/23/18 14:45,-20.883,63.06,74.63
11993,12/23/18 15:00,-21.518,63.329,75.32
11994,12/23/18 15:15,-22.626,63.016,75.72
11995,12/23/18 15:30,-23.568,62.504,75.82
11996,12/23/18 15:45,-24.214,62.408,76.15
11997,12/23/18 16:00,-25.101,62.702,77.02
11998,12/23/18 16:15,-26.077,62.492,77.44
11999,12/23/18 16:30,-27.092,61.893,77.50
12000,12/23/18 16:45,-27.092,61.256,76.87
12001,12/23/18 17:00,-26.789,61.313,76.73
12002,12/23/18 17:15,-26.49,61.522,76.74
12003,12/23/18 17:30,-26.077,61.803,76.75
12004,12/23/18 17:45,-26.253,62.178,77.24
12005,12/23/18 18:00,-26.136,62.379,77.37
12006,12/23/18 18:15,-25.96,62.539,77.41
12007,12/23/18 18:30,-25.671,62.62,77.31
12008,12/23/18 18:45,-26.077,62.899,77.85
12009,12/23/18 19:00,-26.136,62.735,77.72
12010,12/23/18 19:15,-26.019,62.579,77.49
12011,12/23/18 19:30,-26.312,62.473,77.58
12012,12/23/18 19:45,-26.371,62.207,77.35
12013,12/23/18 20:00,-26.371,61.978,77.12
12014,12/23/18 20:15,-26.609,61.882,77.18
12015,12/23/18 20:30,-26.729,61.579,76.95
12016,12/23/18 20:45,-26.789,61.466,76.88
12017,12/23/18 21:00,-26.97,61.33,76.86
12018,12/23/18 21:15,-27.214,61.234,76.92
12019,12/23/18 21:30,-27.214,61.081,76.77
12020,12/23/18 21:45,-27.092,61.001,76.61
12021,12/23/18 22:00,-26.849,61.046,76.50
12022,12/23/18 22:15,-26.077,61.086,76.04
12023,12/23/18 22:30,-24.876,61.257,75.43
12024,12/23/18 22:45,-23.568,61.705,75.02
12025,12/23/18 23:00,-22.371,62.341,74.88
12026,12/23/18 23:15,-22.168,62.767,75.18
12027,12/23/18 23:30,-21.916,62.737,74.98
12028,12/23/18 23:45,-21.816,62.73,74.91
12029,12/24/18 0:00,-21.077,62.531,74.23
12030,12/24/18 0:15,-20.738,62.698,74.18
12031,12/24/18 0:30,-20.642,62.429,73.85
12032,12/24/18 0:45,-20.547,62.082,73.44
12033,12/24/18 1:00,-20.356,61.83,73.06
12034,12/24/18 1:15,-20.026,61.629,72.65
12035,12/24/18 1:30,-19.561,61.452,72.17
12036,12/24/18 1:45,-19.058,61.228,71.62
12037,12/24/18 2:00,-18.12,60.763,70.54
12038,12/24/18 2:15,-16.534,60.727,69.47
12039,12/24/18 2:30,-15.506,60.456,68.53
12040,12/24/18 2:45,-14.826,60.092,67.73
12041,12/24/18 3:00,-14.042,59.013,66.14
12042,12/24/18 3:15,-13.811,57.992,64.97
12043,12/24/18 3:30,-13.315,56.762,63.42
12044,12/24/18 3:45,-13.352,55.765,62.44
12045,12/24/18 4:00,-12.676,55.239,61.48
12046,12/24/18 4:15,-11.577,54.636,60.16
12047,12/24/18 4:30,-11.469,53.955,59.41
12048,12/24/18 4:45,-10.863,53.096,58.16
12049,12/24/18 5:00,-10.546,52.158,57.01
12050,12/24/18 5:15,-10.092,51.319,55.88
12051,12/24/18 5:30,-10.092,50.523,55.08
12052,12/24/18 5:45,-9.885,49.897,54.32
12053,12/24/18 6:00,-9.954,49.373,53.84
12054,12/24/18 6:15,-9.851,48.929,53.33
12055,12/24/18 6:30,-9.989,48.508,53.00
12056,12/24/18 6:45,-9.851,48.182,52.59
12057,12/24/18 7:00,-10.197,48.048,52.68
12058,12/24/18 7:15,-10.127,47.712,52.29
12059,12/24/18 7:30,-10.162,47.621,52.23
12060,12/24/18 7:45,-9.747,47.563,51.90
12061,12/24/18 8:00,-10.162,47.506,52.11
12062,12/24/18 8:15,-12.269,48.758,54.73
12063,12/24/18 8:30,-13.277,49.522,56.15
12064,12/24/18 8:45,-14.275,50.504,57.78
12065,12/24/18 9:00,-15.064,51.059,58.85
12066,12/24/18 9:15,-15.184,52.072,59.94
12067,12/24/18 9:30,-14.589,53.08,60.56
12068,12/24/18 9:45,-14.51,53.868,61.30
12069,12/24/18 10:00,-15.144,53.575,61.42
12070,12/24/18 10:15,-16.078,53.457,61.91
12071,12/24/18 10:30,-16.037,53.739,62.16
12072,12/24/18 10:45,-15.791,54.74,63.00
12073,12/24/18 11:00,-15.75,55.185,63.42
12074,12/24/18 11:15,-16.202,55.385,63.92
12075,12/24/18 11:30,-16.66,55.338,64.17
12076,12/24/18 11:45,-16.119,55.645,64.12
12077,12/24/18 12:00,-15.345,55.962,63.94
12078,12/24/18 12:15,-15.709,54.286,62.50
12079,12/24/18 12:30,-16.492,53.116,61.84
12080,12/24/18 12:45,-16.284,52.624,61.21
12081,12/24/18 13:00,-15.587,53.754,61.89
12082,12/24/18 13:15,-14.432,54.654,62.03
12083,12/24/18 13:30,-15.385,53.952,61.95
12084,12/24/18 13:45,-16.202,52.167,60.70
